Portifolio 1,Portifolio 2,Portifolio 3,Portifolio 4,Portifolio 5,Portifolio 6,Portifolio 7,Portifolio 8,Portifolio 9,Portifolio 10
9564.21933657982,13777.311463362812,9053.544634234771,11036.664254748286,10854.441579625513,11125.8689569576,13171.991022594335,13318.150668656528,10603.722509674639,10507.75312814692
9308.754794448314,14457.542504498615,9406.385166580038,12335.343011250032,11281.00173448592,11817.22540854679,13632.705793865971,14132.325495657704,11434.534474910673,11051.7029641918
8606.710121209546,14124.712662462905,8794.052693949438,11939.56152990683,10958.799288675089,11659.021534877975,13422.497945541463,13529.170625491817,11139.064679040022,10951.750244326227
8553.5572479277,13696.825424704208,8780.846852801367,11519.684213636292,10457.229362696458,11614.391705780676,13522.647197911929,13787.490043705757,10406.533398718355,11227.296898469853
8128.308061083455,12699.121898899062,9047.878507276402,10786.187581976612,9684.16617380876,10642.369484850175,13640.381672976488,13156.350368963527,8227.190235414284,10688.64742332374
7515.860120708131,10782.792655836769,8296.695230567968,9219.303189438942,10058.23753125742,9615.710584222827,12085.339682837477,11418.03434360603,6656.517858632193,9768.022783708837
7490.701691728701,11035.428353150104,8361.726038004825,9730.692888415191,9880.98577483718,9761.160667620486,11785.025356146989,11978.59160819121,6913.039236201545,10175.79439248613
7002.153865569624,9673.79185501867,7793.627724912272,9329.0487521826,9285.821109338756,9179.74867735289,11279.34355949049,10415.830713808182,5894.785450523377,9205.937512930608
7400.647364653709,9798.750923427771,8877.59887277812,9457.592549877329,9562.167167145728,10056.114369465991,10575.705842337069,10216.370954004933,6614.137170712538,9488.618988082184
8095.948745148722,11178.220483744499,9441.887591124145,9876.505095346789,9540.899985064982,10709.555237091974,11068.869128478054,10732.863893062924,7411.814929884002,10377.326890364442
7735.944278467339,10530.086694117152,9215.41293611375,9174.996236545452,9374.31517782769,10164.452603100654,10691.41755450004,10179.727591904706,6919.3055038858565,9680.965354822696
7245.538928231234,9928.710311973866,8974.092040694995,8843.954398979527,9395.373856498007,9756.833927459327,9937.011300652652,9882.506401844088,6773.426579770336,9149.78935097927
7010.489958718741,9651.76974955206,9195.096257424413,8936.328836392931,9453.167148400984,10056.147372444882,9254.657780065267,9751.05159023896,7105.252472510415,8922.990638396785
6980.171723671555,9446.822745046284,9173.946800801501,9123.77212687916,9794.92585681814,10408.480227090271,9022.741606123645,9529.922372610636,7488.782277803669,8794.882817606878
7778.9063439102565,10350.77511642881,9558.567467969722,9948.757266413477,10648.274679511622,10981.9497899379,9886.447151436863,10596.372855679596,8005.506161587574,9801.023088152608
7751.003510060604,11452.72655365267,10334.965911329638,10710.62143950415,11012.669994577482,11258.832623841663,10520.55554741801,11469.599599461922,8776.4532749047,10292.937513556684
7964.75231642221,11913.854249223055,11319.92649065483,10553.244554105766,11157.592388293415,10550.18211502816,11013.479760290762,11717.045906980187,8242.847503402018,10577.853625325395
8272.938368750321,12473.242573687236,11470.449978437997,11252.909489604895,11428.476390755543,10989.292332384415,10940.379944528215,11747.371184933389,8268.98431772858,11272.89721360245
8604.56118428228,12884.101553749511,11061.611817947523,11581.165706035377,11135.94126018949,11404.895123419044,11824.948617049178,11704.641077749287,9246.713563425508,11854.117648933703
8154.885963491621,12331.96880150527,11478.757893478974,10960.706803018526,11095.70496900294,11647.566647561745,11257.898144929959,11541.54354367722,8824.206044374407,11373.339069708858
8498.81780375128,13382.325031257855,11697.130181775732,12005.117625653791,11291.018229927344,12317.898464598442,11953.35749797105,12728.921746128495,9452.041587743051,12283.395201991241
8527.888548726383,13587.293512253482,12138.76831650642,12617.296644134603,11097.539284326682,12292.530464323996,11936.938769244363,12855.10613901158,10357.030084248683,12283.408634170997
8785.64640585871,14182.23797988567,12689.95801866173,12967.982061564193,11877.832766395026,12470.98129332843,13022.903736462897,13255.058646942374,10836.537594628677,13151.397456093136
8668.332014407464,14437.417219286663,13481.652965819136,13328.534431932176,12276.041631694421,12583.876791691091,13072.825016408717,13763.708306473973,11362.27246484432,13158.075753737376
8941.806194373903,15147.110964443358,13448.323379756928,13691.840245440091,12580.394994367758,12657.593163470145,13709.207542961607,14230.39159223918,11563.626667129125,13750.789467827852
8941.135605859683,15112.008475348586,13407.630973224697,13625.937641310611,12103.00627453209,12781.348130744156,13219.057803877466,13781.02914903938,10976.547589733507,13877.712638662355
9015.772962523373,14624.918841668758,13261.045545627101,13023.781602833238,12158.394047768845,13241.313625261224,13910.06961529854,13188.937201756182,10470.047167339164,14113.949847997243
9075.154491562169,15224.92509240603,13689.582362373796,13665.5983141048,11886.109883946176,13438.82417086064,14409.444495028276,13719.942182357496,10905.897613310908,14262.075145418996
9224.411798903526,15430.469614047179,13548.088265891764,14223.444321568531,12065.402080341439,13908.612021880976,15122.557246281835,13480.028896765061,10689.837048310637,15084.4435039389
8928.878310500975,15113.804753268916,12652.420881356793,13601.26560298457,12241.779034396943,13110.273188361338,14880.748529251574,13640.869710122108,10179.505798794033,14719.286623762993
8802.579376579142,14944.316512230602,12337.028495725932,13239.129682065832,12626.597663694343,13585.102926799704,15086.005989354195,14064.539772090428,9796.830306472786,14665.489264017291
9215.45834291324,15464.491021753422,12868.908091580184,13927.606452685513,12417.912926112776,13946.978605198577,15152.110290420533,14322.952494730143,10025.133455822295,15459.98584954012
9288.453857042523,15976.851423220996,12147.779257212615,14132.160107752208,12276.56815877656,14413.789736408558,14890.801261165314,14508.045877390105,10577.059030075054,15137.459406785993
9544.536281141094,17008.29201389076,11939.415474205138,14631.287688315573,12988.847590486814,14985.696000256083,15924.922765982974,15105.980126139837,11094.17228660606,16469.290309075022
10009.648962547655,17800.99258844374,12611.388588766662,14805.095527337775,13582.786066482908,15605.000373144581,15856.619102110455,15484.176278490717,10874.037737841236,16443.122829258726
9799.187811041153,16686.455732036407,12047.94355921684,14513.442039465772,13406.836455595552,15090.745102423069,15685.449317749426,15021.114683804099,11044.280469982352,15701.774874732117
9943.95858806892,16926.827765249334,12104.045239292853,14515.1901013119,13690.749341685554,15473.634621167055,16222.127499078491,15215.098894930514,11905.713326171486,16546.21663021101
9862.19815226114,16286.301850534988,11501.661515948075,14597.299344292636,13501.928770009028,16050.785132803181,16600.386498167645,14786.769960101961,11523.1100060151,15925.67314714321
9219.807762915862,16322.641248152398,11899.58337650404,14244.953500908228,13360.711537015504,15692.635317021219,16372.55818505121,15243.168151078246,11053.167396902716,15441.126613832288
9499.146111184527,17164.52671097237,11533.19534076587,14881.10533297663,14086.448917232367,15971.742253930997,16990.849165384512,15470.992165104475,11473.80061615005,15774.922427738999
9789.65537698941,17454.041660134237,11637.96889282616,15067.88783642644,13960.281637076718,15119.447520207656,17036.178514026153,15430.44364585809,11797.437057601606,15871.6291133845
10537.721110836103,18593.2972698939,12123.485297230185,15302.245040640162,15728.061911564,15690.760847077285,17715.657119455343,16136.733920102657,12626.515715580312,17156.01323115239
10414.680027835408,17778.351660967703,11925.807145471737,14830.855306071531,15192.508588298488,15332.082487347669,17637.91761336575,15980.854840413598,12799.467210975377,17007.404147595294
10372.857779645761,18130.911875774178,11204.258840996772,14844.0855320712,15024.589266760944,15648.211446363615,17548.924835358906,16263.275339284115,13190.277307222226,17206.18993546122
10139.814040796968,18634.282748148507,11180.687372238466,14669.792746859428,14478.609142520107,15719.018841288984,17142.626950645248,16311.445700212456,12186.636904920477,16948.100846301313
10468.800612866598,19634.854954407034,11574.676827408093,15709.127723501953,15232.535560847688,15929.54012892378,17518.29096865084,17208.46303408095,12149.127228713885,17598.77225323734
10573.268409453334,19433.50903749816,11395.916697746012,15788.313011006421,14945.819231055933,16635.506354097026,17733.567225892653,16961.894149268228,11793.480821548723,17604.27102336761
10768.754672056748,20009.95136202673,11633.120881196935,16148.372157886954,14290.259881511354,17581.760320580514,17498.373286514325,17299.85489385397,12876.685550874898,18746.42042369762
11293.568602982246,20733.953843061445,11921.087689903337,16205.198911822965,14737.581754948007,17703.457564527802,18410.800767831573,17806.618837160047,12433.924467763802,18616.76141380977
11931.801954275708,20343.199799482158,11486.94838081403,16303.115000167329,14268.272250244909,16964.750026938993,18931.48760388554,17669.22929329955,12413.189639858982,19202.610714883944
11833.719406246513,21543.269963860952,11230.80975459973,16293.528337228412,14363.277542226577,18133.186995312648,19598.473149880127,18016.674357050022,13083.784230892144,20090.584115980724
11383.386117036847,20764.787021719923,10580.963235094403,15058.643336288655,14308.789174172945,16587.839382442304,19530.359075698856,17256.887681602875,12533.549000129093,20300.719868077784
11570.286159418287,20859.761159269936,10205.613466278002,15211.525131606837,14171.80441683387,16677.064052516424,19547.979067629163,16992.35402555349,12461.773303347321,20397.812444311236
10123.994442445775,20332.993857694488,10528.870245821337,15319.99477474878,14559.099088009842,16226.384305917267,19342.827834497035,17572.054539372286,12636.212555226506,19663.655942228423
10876.841325822139,20674.33314591909,11006.611391898274,15702.870086304332,14754.419695102199,16853.302441221662,19379.830646449278,17553.132262043408,12763.898434941817,19149.55679213821
11326.916151407746,21683.25235176635,10539.198482884063,16260.461463392017,15622.158617447321,17738.546182799157,20350.330874343545,18431.156146293197,12322.796528088797,19511.232347284225
11855.696204201506,22284.191015588003,10778.671980766665,16665.701930354327,16189.047414042385,18201.53628866738,20713.557630584808,18764.080082676108,13011.929005434138,20227.451197789018
11991.80362500607,22047.745453503103,11174.905648134185,16993.438849809034,16030.765802492,18667.31291296761,21827.245528424493,18900.77700716625,13800.966476699778,21821.001292733472
12060.175132068985,22448.922949621126,11284.205087635197,16893.301238179778,15951.422078219159,18905.156696841026,22002.459002773026,19780.18776094571,13967.603212376964,21800.543399970415
13226.475012876459,23475.38815347602,11698.46665370147,17641.174035997567,15914.26676074653,18740.691190320053,22554.678810168254,20026.921122474025,13800.322934308148,22879.954503613513
13942.248184271662,23446.39842256261,11322.990485622668,17499.49163164408,15282.236539233332,18506.334059502264,22190.637396814713,19772.6559621116,13855.6908248232,23205.052867295126
13876.037218126698,23726.340250891102,11461.885186892003,17745.737725735944,14656.359699181534,19023.244333025617,22406.38618188442,19428.094832160525,14450.851312908315,23631.931865609673
14648.342039522531,25350.340634290576,12144.127978720324,18337.025258231388,15841.725679255145,19642.780223051748,23214.118986857393,20621.54883011262,15102.945801368203,24759.006945290672
14781.636591911843,26306.97880695079,12483.36913576431,18621.21903832108,15383.185699357997,20331.23154399908,24145.892683144684,21262.83818591723,15594.365984856488,26200.49065020686
14901.304700189097,26035.002893098932,12121.963630629485,18988.06453480135,15017.102526918063,19132.023640306736,23234.385779940923,21016.131615921906,15117.311196310831,25952.254406395263
13318.782865478952,25667.02334311063,11553.019888802506,18768.465545776024,14335.067843588842,18950.40204390178,23816.47597724766,19392.7155644779,14959.7136542806,25763.63427430116
13224.066390852428,26601.702540397106,11448.777217269164,19105.093110884125,14310.829224785859,19284.337350742942,23578.136645868748,19956.73872155307,15317.0256800925,26946.560357414364
13185.624507296081,27202.826157003477,11859.483183321236,19989.933564182687,15235.89582887084,19839.076482356402,24905.89250045321,19803.172799525706,16119.533228395527,28199.206738719684
13064.533566540158,27834.19298622756,13080.229896442901,20391.491047453088,15554.712047156527,20576.61266233728,24937.51859771676,20157.30130239379,15826.56264402874,28901.447926370252
13350.55837853505,27537.398487668735,12430.566614182037,19662.489868005396,14977.906830308237,20041.83239238656,24129.415736808878,19903.43032702115,15130.478655199771,28909.05509339434
12733.60601327103,25792.065547110004,12594.120988699744,19968.81041732289,14464.519940691074,19840.185183932983,23577.101190198802,19101.525497948962,15676.40275264811,31993.08811902641
12215.121448526888,23909.70161790832,12370.893729020854,19042.965368453024,13638.284342511894,17990.97095570361,22530.201601655714,18820.78762383538,14797.970173969217,29476.23116030071
11483.721121804927,22566.083772176964,11391.490693634096,18401.141518012046,13407.989965184463,17547.02108722855,22073.589127396146,17588.79179245813,14924.838653858362,28493.988900352408
11533.33709872652,23348.411300199346,11245.303983755677,19016.096431803286,13306.824952439525,17764.886406166046,21424.871505002637,18099.68582530259,14743.495337817445,27776.321423410365
12417.500786964325,25509.244300083206,11710.85178773741,19594.905627345277,13804.721946536103,18369.771951276933,23088.695003141725,19369.4887031914,15963.379303781156,30894.627680182304
13104.838012748436,26158.1720333718,11730.320464033697,20282.27365391387,14009.250894547738,20219.832594250645,23187.20114485471,19175.519169165673,16978.649523505264,32769.799132565764
11524.162250808728,23261.447010767304,11432.56258794323,18794.32506594924,13321.56566658832,18512.02719743232,20483.79311605728,16645.645379505575,16836.450335086047,30024.285950161942
12263.29498833292,23417.35338233288,10990.167344467456,19044.962163100463,14537.428823366543,18657.62070730967,20508.950021414792,18601.118719482605,15713.294046602567,27336.317819488235
13062.297660756403,24178.163624982793,11177.47575438674,18672.626438402312,14747.07019323587,19411.438522305267,21685.49546904281,18918.76903587561,16079.02827675819,28281.539170712018
12894.572174727224,19959.8042485616,10195.6247709104,16376.641306043377,14410.686735226996,18708.08077317791,19389.455605495987,19324.25865476667,14705.883453985343,22906.23786443823
10946.108599892166,13858.325441213645,8626.792577248083,13553.889971234683,12573.721997001692,15337.208991425863,17522.421275759603,16870.024584813433,11746.482029200597,17357.95330462072
10886.479417262733,12385.774910636965,7978.283925243946,12042.979331219887,11782.111495287203,14869.918820736566,15630.345808314622,15286.227735875707,11595.87160591024,15965.877027142165
12025.849306155254,13090.534260635211,8063.401377037137,12832.093662260804,12473.489555182814,14417.901212778826,15664.001399803888,15294.080567166036,11590.727227975623,15935.81523968444
10041.95697662884,10772.06470785977,7891.749148770565,12941.327817328229,11199.338136001814,12260.454670625619,15059.786063276262,12923.889323000705,10800.540051511945,15318.538963594636
9208.858206770336,8990.414189405048,6850.413664694758,11660.111262299979,9954.993822189108,10789.049053282874,12493.987522873222,11578.229364532997,9897.479657461328,13598.004114686453
9998.346736695814,10187.615820429715,7622.300611353033,13298.19885946388,10234.93598130377,11968.15349015497,12838.6333211259,12696.2218647151,10602.688070998049,14523.91363404379
10810.00331666483,13381.45214433484,8008.990246315914,14899.216474603953,11125.448474503919,14071.419066677,14759.450986305601,14127.662254612746,11057.266584336423,17493.279328381905
10486.686271222126,13554.729760004346,8615.75150924326,14771.625859493271,11721.296297119297,14295.669345387776,15860.583629500934,15070.771741843742,11515.491924953347,18378.91416421648
10528.669204145917,13168.654747293256,9190.495045157975,14644.71087882208,11854.155896735769,14670.32486904114,15660.77217222094,14316.219083579248,11388.527331590127,17278.583009761038
11313.228145071429,14403.173103322679,9425.385002021754,15701.849495475672,13414.231950861242,16273.069252842955,16496.98209427171,14289.069242952903,12039.764808239515,18823.733090749683
11565.16837201153,16249.713168729475,9739.570396129888,16042.116898860477,13489.501584685844,16206.763662752484,17694.78790067741,15373.12735447523,12263.127646668205,19129.027640523225
11952.836447113585,17192.08683335149,9679.072707752004,16973.212548174582,13567.945152428365,16833.412439157735,18614.299127104696,16498.443028988866,12409.775739754243,19575.56634139353
11724.362298722215,17145.070187963713,9463.884905145256,16197.159586256575,13098.959609169167,16887.560029595978,17879.842515275755,16307.871709711084,12792.231015560388,20385.927924858566
12461.257298253597,17858.550758031342,10024.162413402777,17453.597532748572,13722.439609071169,17963.63456347388,19049.144724353362,17658.506739370812,13295.615759503473,22362.042663448712
12619.54141102108,17687.06304598153,10475.757797742497,17587.301967006202,13753.764228931876,18586.300773640694,19416.642199786937,17655.578308329663,13523.278892363252,22423.360791706335
12160.834804281658,18283.21353129479,9892.913290689597,17012.438766296273,13549.504719501037,17954.16171596135,19648.320357445107,18451.36651393445,13113.366417262649,21126.45173547462
12387.810938549454,19484.851969763342,9690.906752603472,17746.75045313162,13614.642518484514,18816.35089164185,20809.11061245042,18691.654415049088,13609.521843475934,22100.10445796402
13224.053260020866,21187.012850815645,9709.944431701613,19014.740403478023,14463.773144162213,19630.471352638877,22458.18767086333,20078.948182819284,14012.231728053752,23817.48672875028
13875.5166875341,23280.27453740205,10121.579597263966,19684.685235339384,14565.730825159711,19956.35566962951,22465.419449473484,21241.52889948353,15079.32199744554,25124.56622169915
12656.819597532805,21501.411598683328,9096.479694270234,18006.469504983495,13835.734979367497,18608.320956699285,20767.220080347648,19691.42869347149,13869.43008923544,22370.705281072063
12055.135274620716,19692.59219280953,8698.986964103693,16888.9444824404,13631.652970389005,17554.909543611608,19683.322352837662,18833.41389091072,13688.792650049412,21324.117643811263
12895.43331298319,21880.783494907635,9303.088658954683,18808.217165380676,14176.488978401858,18934.544236615973,21073.79784851193,20082.03363554076,14943.36086949542,23960.080472416594
12028.079104575492,20300.26721754746,8917.462669978779,17984.24527057315,13855.856629219772,18580.04137407282,19862.575344865345,18982.623043733587,14057.009811618636,22215.31385739362
13079.65472679949,23028.295883385446,9523.289513581165,19821.923144595956,14946.540208009808,19270.23564933392,21406.197198568654,19765.12334788301,15347.417648599876,25069.584894990232
13366.133682345542,23501.31998527321,9892.665784476903,20833.76714565303,15217.613817652418,19878.572114951858,22510.537011743476,20471.979505898376,15770.796979543535,26274.44003604605
13657.270113310036,24767.569904086686,9462.28938179172,20755.393550671964,14725.595120685832,19169.60162612873,21643.529334712806,20788.60277469831,15997.869589129174,27381.81989757735
14727.898511057752,27497.62402846955,10261.486290104185,21909.849186235824,15195.668298331788,20287.69515570241,22593.351880597616,22061.278986258247,16975.05353886155,29627.238229440638
14203.7482673257,27078.394709071577,10398.640400670365,22114.06730033969,15227.689340998246,21108.333580959064,23703.741652135865,21451.452791407057,17849.567055811316,31226.11111019413
14483.58668651918,26798.58134741752,10469.780022473695,22409.298029423175,15330.703750764942,21956.827264827876,24271.588923887637,21895.159017809703,18867.134683567456,31015.97945605022
14785.67581892141,27694.58246521488,10412.51365312308,22478.253921808307,15505.820528264476,21980.394369468475,24570.55250747415,22239.77221652273,19187.108452946726,31796.17509574839
15778.919279306185,28549.37931914644,10690.079546097097,23147.578577125973,16207.298811664828,22483.496742537744,25034.5288834415,22440.928870486357,19652.66505774104,32902.32010739824
15342.901222666082,26776.588637283476,10723.381528764316,23406.894938435966,16567.544326645108,22361.680266023865,25296.152198776737,22751.303887852435,19284.452075018515,31028.015599769307
15276.769713320477,26346.089946618766,10667.984868032738,23768.690869344264,16176.008699021208,21549.63849641158,24812.76057004391,22284.774536917015,19656.60745136423,30281.896261795915
14779.096661572188,25236.01274707145,10720.806275194509,21864.110700540466,15643.741737983159,20951.709631851147,23916.09334375016,21736.206483346552,18799.30782279754,27886.327105336237
15079.193633068646,23166.732650484908,10570.467927713238,20809.15356574327,15933.693277555045,19926.971851995037,23658.732124836646,20750.966961028054,18297.865371976382,26394.88639193268
14459.720392439145,20878.13571829459,9929.454675847099,19867.66638973759,15547.461345925858,18462.513671887238,22276.244541306405,19719.327299202552,17272.307441094716,22877.35230336555
16218.411265388675,25010.50126803963,10517.04667684794,22093.62713402125,16239.64224615918,20633.11599548306,24088.771167239815,21621.875130599623,19202.354104534617,27118.64274425807
17291.67248647515,24653.432069092793,10370.919849843476,21784.523653690125,16550.3797846852,20152.35068369827,24884.193159206738,22161.886667441424,19490.593537963796,26431.4972776785
17916.37027122569,23554.725935423965,10520.316310764902,22569.520029035517,17554.644734964833,20811.15738903508,25892.96063100523,23278.307320031276,19986.601921008863,25683.226741967315
18360.10382127108,25389.78931769398,10850.822506679488,22539.143587408937,18310.006354201054,21957.941921829217,26474.915200475327,23689.1347441741,20088.854991477416,28113.13856710629
19410.67276676649,28304.063084158686,11116.993906696458,22949.899321415218,19092.288372449893,22218.32698842793,27101.324880911612,24368.688233340134,21274.24423206849,29396.904576941262
20030.70257143334,28451.684433950973,11357.062970934445,23880.07329361034,19796.436706526292,22493.928165294303,27355.25234568705,25472.036481587835,21554.954428457917,29328.47376800588
19657.35443157076,28468.28821225786,11523.018423955764,24230.17795512739,20536.708694492016,22612.40439294463,27809.360600477285,25670.521670257203,21295.060634543246,28793.88690116027
18687.49875333442,25759.196024562476,10931.628790283698,22797.30298940769,20375.473649654192,21557.95127680895,26799.33620688183,24170.183009263485,20400.851168389865,26087.61389677381
19294.248584621557,25498.188909185646,11466.401994030106,23902.785371264512,20771.64219969611,22250.431194465276,27624.811280235044,24399.835603659,21475.72767389339,26835.00883649605
20299.895489574013,25647.329499985834,11501.17342702688,23859.9931897497,21893.310923256344,22412.05224123416,28129.620981001037,24307.373829840122,21290.26871620989,27072.536673407987
20466.855661880818,26392.630873046477,11496.444999902002,24142.19172718531,22132.925729120754,22663.967453107387,27850.931255606854,24617.653795506536,21863.39806332046,27802.225495904975
21261.707159321457,26575.60948782681,11553.824900221884,24138.393482120417,22746.009858000118,23119.631642089887,27727.903567651305,25138.85161897055,21900.63385094966,28743.28833534142
20841.72636746831,26077.416508895374,11322.849043144353,24787.0633821721,22849.66077747774,23580.887230496093,27883.557816781024,24507.689462637594,21879.476001875883,29357.378908188035
20638.283614895205,26519.69137676078,10915.156215115712,24795.41807278773,23051.582800145574,24573.788798429156,28706.903789000604,24581.2902301987,22260.160404334063,29034.145113188024
20724.157054663847,27688.455879704434,11072.744812688636,25090.31212277993,22563.590204747044,24815.89368872,28788.530384437774,25393.70409633017,22456.078492949084,29832.85940315475
22202.243095372087,29495.422423481454,11865.856069562267,25478.14905361747,22919.49900453523,25931.680483769076,29489.577654416033,27294.720150949553,23080.51014803321,32717.35034090132
22447.077893448663,29895.692023056024,12127.071835520972,25736.962982946123,23967.553272604637,27194.963546907064,30606.898242055737,27050.658604170276,23416.34821243042,32310.667649340652
22999.12675694954,30708.99374888027,12753.981365616834,26185.846227246682,25892.553124814334,28456.247820609206,32816.919905292605,28521.78331164787,24600.733833339305,33454.076259606925
24285.582541158405,30162.490239597315,13593.874414078975,27001.297057751177,26263.47601962349,28684.306097170072,34205.51196534866,29137.910292634566,25192.328111063438,34326.75405058479
25418.68120597026,32711.462250739474,13526.469932165573,27421.422486025684,25415.154099050294,28372.68626319863,34985.32485111577,29244.143613321812,25408.20054090295,35296.8078595554
24867.726049128094,31608.455621594294,13498.77845280655,27642.052205569566,25268.91017686889,28886.65480503211,35531.45531355679,29428.44979085146,25274.072620764055,34448.02295673353
25646.647466011513,33797.87628112043,13769.904979399802,29809.37036369469,26909.37295902199,30538.099550756255,37187.00078504485,30589.72249828098,27773.184528781232,35966.97709989791
24297.805940649592,32641.397899428663,13672.511719689224,29046.4888589614,26247.322845746847,29506.035357729026,36047.23651634973,29257.744160318714,27134.107757203572,35596.023095836266
25675.7984006696,34555.63607768257,14033.41151902831,29433.011354895527,26906.21494028036,30759.97634455656,38468.451749665575,29521.08396236091,28752.237815936915,36686.45974241974
26484.491748933564,35162.37692414517,14634.062336397097,31571.458504946077,28499.07917777145,32570.410087447348,41021.589809807774,30828.473497281186,29840.075536832926,38157.51791986532
26438.332661910143,36124.78021043645,15044.06848479506,32164.50248005175,29285.934448694803,33095.25670889456,42513.86940660413,31854.08949061028,29678.117020035166,39075.18121917179
26410.248195069482,37992.356742815144,14961.032832840949,33377.55476277091,28909.640108883632,33927.56131497516,42844.20563362986,32500.460151859475,29575.018603703145,41139.79284960677
25014.697309231215,34859.47780689657,15328.685114944108,32866.79188804321,28732.907673304584,32609.68785075358,42422.504087179346,32377.725576546585,28266.6568742359,38603.122515082316
27000.270079829468,37921.09363071937,15926.876747122269,34301.137936528714,30047.50863243329,34748.825307974555,44486.99162988772,33191.021699508026,30384.710895371187,41028.59534630749
26659.203997753124,38518.27753726561,16644.817452804167,34753.53447991463,30392.196892247786,34939.63240264726,44006.35038681666,34194.44987709107,31552.362498792925,41736.621477816385
26708.896805307766,39234.08443286833,16676.62555350924,34712.832729979535,29939.18400485652,35518.31308623325,44609.14101912103,34290.09821254726,31259.790297811425,42569.60831593078
26660.338990189215,38886.791940110685,16420.562614607785,34942.57099504351,30604.91086454565,35667.89970841372,45881.59960227109,34678.5691507711,31711.08206116181,43104.713118521286
